        k           c(k)                    s(k)
        4692   1.4180194797834469E-008  -3.9789838892600576E-008
        4693  -1.4167769966407081E-008   3.9798320006733772E-008
        4694   1.4155344259676175E-008  -3.9806798834054194E-008
        4695  -1.4142911235353098E-008   3.9815280175327746E-008
        4696   1.4130475348641419E-008  -3.9823758216774388E-008
        4697  -1.4118043726245961E-008   3.9832240230808940E-008
        4698   1.4105605190259168E-008  -3.9840720865247050E-008
        4699  -1.4093168471422321E-008   3.9849203363767508E-008
        4700   1.4080723153791596E-008  -3.9857674768077427E-008
        4701  -1.4068274773154209E-008   3.9866160804820523E-008
        4702   1.4055826180352010E-008  -3.9874642533171192E-008
        4703  -1.4043376026908545E-008   3.9883122625250717E-008
        4704   1.4030921241197747E-008  -3.9891603971145681E-008
        4705  -1.4018464485166340E-008   3.9900081235744525E-008
        4706   1.4006008533328342E-008  -3.9908564172262331E-008
        4707  -1.3993547814971675E-008   3.9917044866372218E-008
        4708   1.3981083596715529E-008  -3.9925524742261831E-008
        4709  -1.3968614909242501E-008   3.9934004476480101E-008
        4710   1.3956150608248176E-008  -3.9942486599944533E-008
        4711  -1.3943672777901516E-008   3.9950966405693042E-008
        4712   1.3931209653076813E-008  -3.9959441634668426E-008
        4713  -1.3918728136483424E-008   3.9967926080161875E-008
        4714   1.3906247050508034E-008  -3.9976403922555774E-008
        4715  -1.3893767721007925E-008   3.9984886461710096E-008
        4716   1.3881280038909147E-008  -3.9993385844609242E-008
        4717  -1.3868796913264867E-008   4.0001847347564793E-008
        4718   1.3856307745714245E-008  -4.0010329425648589E-008
        4719  -1.3843814539781581E-008   4.0018806965231598E-008
        4720   1.3831322271670244E-008  -4.0027287982454061E-008
        4721  -1.3818823526101447E-008   4.0035769560070134E-008
        4722   1.3806325019639887E-008  -4.0044249448560208E-008
        4723  -1.3793825443490912E-008   4.0052724389090381E-008
        4724   1.3781317593646080E-008  -4.0061210598228399E-008
        4725  -1.3768814007927735E-008   4.0069690669464138E-008
        4726   1.3756297967369171E-008  -4.0078170450418297E-008
        4727  -1.3743787237219295E-008   4.0086655529312820E-008
        4728   1.3731288717489811E-008  -4.0095149299958005E-008
        4729  -1.3718755866471430E-008   4.0103611172660379E-008
        4730   1.3706235157392522E-008  -4.0112092180531598E-008
        4731  -1.3693711279610791E-008   4.0120573147691026E-008
        4732   1.3681185546000202E-008  -4.0129053037133165E-008
        4733  -1.3668658271887403E-008   4.0137532954937356E-008
        4734   1.3656127345436299E-008  -4.0146014787374821E-008
        4735  -1.3643595536539494E-008   4.0154494942910667E-008
        4736   1.3631059361438568E-008  -4.0162973865071674E-008
        4737  -1.3618528385358109E-008   4.0171445606856460E-008
        4738   1.3605977625908371E-008  -4.0179935772729320E-008
        4739  -1.3593432483859167E-008   4.0188422209766635E-008
        4740   1.3580886849988752E-008  -4.0196896880540531E-008
        4741  -1.3568337682798325E-008   4.0205373247962077E-008
        4742   1.3555784502501320E-008  -4.0213859072333686E-008
        4743  -1.3543230671520380E-008   4.0222338250762817E-008
        4744   1.3530673739287546E-008  -4.0230819349544388E-008
        4745  -1.3518114819305554E-008   4.0239297491713412E-008
        4746   1.3505551140570492E-008  -4.0247778977690684E-008
        4747  -1.3492986908607719E-008   4.0256258965774892E-008
        4748   1.3480418391268096E-008  -4.0264739000035949E-008
        4749  -1.3467848281438770E-008   4.0273217133446652E-008
        4750   1.3455275409550199E-008  -4.0281699082461261E-008
        4751  -1.3442700777540717E-008   4.0290179890568230E-008
        4752   1.3430122227888657E-008  -4.0298659518224673E-008
        4753  -1.3417540695406685E-008   4.0307141446788519E-008
        4754   1.3404956218285823E-008  -4.0315619299680544E-008
        4755  -1.3392370862947648E-008   4.0324098977340730E-008
        4756   1.3379783761203719E-008  -4.0332580563474566E-008
        4757  -1.3367189818659078E-008   4.0341061587896809E-008
        4758   1.3354594729828137E-008  -4.0349542223619021E-008
        4759  -1.3341998056422169E-008   4.0358020973495221E-008
        4760   1.3329397151469989E-008  -4.0366502560010222E-008
        4761  -1.3316795421589034E-008   4.0374982809022930E-008
        4762   1.3304191526353052E-008  -4.0383460169853187E-008
        4763  -1.3291581653829179E-008   4.0391942949214194E-008
        4764   1.3278971417934947E-008  -4.0400427604058613E-008
        4765  -1.3266358292926528E-008   4.0408904775893797E-008
        4766   1.3253743252647867E-008  -4.0417384246579788E-008
        4767  -1.3241122972094846E-008   4.0425864038736806E-008
        4768   1.3228494852299331E-008  -4.0434354259612598E-008
        4769  -1.3215878681997403E-008   4.0442828482600832E-008
        4770   1.3203252477377264E-008  -4.0451306720105107E-008
        4771  -1.3190623144454386E-008   4.0459788050909332E-008
        4772   1.3177990503955941E-008  -4.0468265882471374E-008
        4773  -1.3165354987502813E-008   4.0476745904770631E-008
        4774   1.3152717092798009E-008  -4.0485227860039732E-008
        4775  -1.3140075887400557E-008   4.0493708796836416E-008
        4776   1.3127430133544598E-008  -4.0502188955745147E-008
        4777  -1.3114784830594770E-008   4.0510670527181268E-008
        4778   1.3102138388839638E-008  -4.0519149571875755E-008
        4779  -1.3089485951785305E-008   4.0527627666343271E-008
        4780   1.3076834454056629E-008  -4.0536111785578264E-008
        4781  -1.3064176150316578E-008   4.0544590014159895E-008
        4782   1.3051517228134055E-008  -4.0553067943469538E-008
        4783  -1.3038853064579418E-008   4.0561550555392461E-008
        4784   1.3026189570560279E-008  -4.0570032197620207E-008
        4785  -1.3013518268862483E-008   4.0578510317026067E-008
        4786   1.3000851083663496E-008  -4.0586991969179345E-008
        4787  -1.2988174519058620E-008   4.0595468195315796E-008
        4788   1.2975499529379372E-008  -4.0603953767359677E-008
        4789  -1.2962822029216441E-008   4.0612434277580405E-008
        4790   1.2950139384812357E-008  -4.0620914358153836E-008
        4791  -1.2937456646055579E-008   4.0629394142901009E-008
        4792   1.2924767983177473E-008  -4.0637874948302555E-008
        4793  -1.2912080562727294E-008   4.0646350408026654E-008
        4794   1.2899386277610402E-008  -4.0654835183825684E-008
        4795  -1.2886691032798405E-008   4.0663314576637160E-008
        4796   1.2873991486902180E-008  -4.0671797695221310E-008
        4797  -1.2861291797471139E-008   4.0680274901674731E-008
        4798   1.2848589836473917E-008  -4.0688756411877145E-008
        4799  -1.2835882390660534E-008   4.0697236143783015E-008
        4800   1.2823171309747660E-008  -4.0705716164406841E-008
        4801  -1.2810458241343126E-008   4.0714196907122867E-008
        4802   1.2797742583362361E-008  -4.0722677876626882E-008
        4803  -1.2785024523521418E-008   4.0731161645246139E-008
        4804   1.2772309000049485E-008  -4.0739641444452164E-008
        4805  -1.2759579455010983E-008   4.0748123258519179E-008
        4806   1.2746858060353893E-008  -4.0756598946252689E-008
        4807  -1.2734125582792460E-008   4.0765079887150707E-008
        4808   1.2721393276670496E-008  -4.0773560866075423E-008
        4809  -1.2708660855284288E-008   4.0782039290413144E-008
        4810   1.2695923284127496E-008  -4.0790521040510536E-008
        4811  -1.2683181740887626E-008   4.0799001667166107E-008
        4812   1.2670440950449981E-008  -4.0807481158475656E-008
        4813  -1.2657694498200171E-008   4.0815955475813196E-008
        4814   1.2644943839801586E-008  -4.0824442157226293E-008
        4815  -1.2632192889291830E-008   4.0832923649746048E-008
        4816   1.2619457141559804E-008  -4.0841398514485406E-008
        4817  -1.2606681654091212E-008   4.0849883760055684E-008
        4818   1.2593921463007656E-008  -4.0858360660333800E-008
        4819  -1.2581158753918764E-008   4.0866844304254560E-008
        4820   1.2568393412617390E-008  -4.0875324382452910E-008
        4821  -1.2555639712340532E-008   4.0883805894132550E-008
        4822   1.2542852708015678E-008  -4.0892284835456830E-008
        4823  -1.2530078528609902E-008   4.0900764760994432E-008
        4824   1.2517296645907033E-008  -4.0909246187357525E-008
        4825  -1.2504522078709245E-008   4.0917725772626745E-008
        4826   1.2491738226580234E-008  -4.0926209186322257E-008
        4827  -1.2478953054719682E-008   4.0934686020960401E-008
        4828   1.2466164499904406E-008  -4.0943167534025787E-008
        4829  -1.2453371712824635E-008   4.0951647086990864E-008
        4830   1.2440577490938813E-008  -4.0960132087580580E-008
        4831  -1.2427783247003030E-008   4.0968608609162123E-008
        4832   1.2414982981218646E-008  -4.0977087566080279E-008
        4833  -1.2402177410365269E-008   4.0985569026556778E-008
        4834   1.2389373592964961E-008  -4.0994048898262048E-008
        4835  -1.2376564639712513E-008   4.1002529843381678E-008
        4836   1.2363750854198089E-008  -4.1011007886480034E-008
        4837  -1.2350936866669694E-008   4.1019489798130326E-008
        4838   1.2338120714369032E-008  -4.1027970856469462E-008
        4839  -1.2325298414872445E-008   4.1036452969652609E-008
        4840   1.2312476777172864E-008  -4.1044932247552207E-008
        4841  -1.2299651965661158E-008   4.1053409290106447E-008
        4842   1.2286821468403524E-008  -4.1061890690518145E-008
        4843  -1.2273988166884076E-008   4.1070372633845775E-008
        4844   1.2261154853411300E-008  -4.1078852921943971E-008
        4845  -1.2248317695994588E-008   4.1087334794310569E-008
        4846   1.2235477405585964E-008  -4.1095813196151095E-008
        4847  -1.2222635614221405E-008   4.1104294647764241E-008
        4848   1.2209787542114318E-008  -4.1112774163278604E-008
        4849  -1.2196938251906090E-008   4.1121258308842769E-008
        4850   1.2184085793238986E-008  -4.1129734641087037E-008
        4851  -1.2171230787360850E-008   4.1138212710863542E-008
        4852   1.2158373482337140E-008  -4.1146698539900608E-008
        4853  -1.2145511854789104E-008   4.1155177484440225E-008
        4854   1.2132647535126415E-008  -4.1163655981688848E-008
        4855  -1.2119780116190502E-008   4.1172136289331483E-008
        4856   1.2106913047275707E-008  -4.1180616486534573E-008
        4857  -1.2094037693267381E-008   4.1189097317084528E-008
        4858   1.2081161803988443E-008  -4.1197576453717665E-008
        4859  -1.2068283743296498E-008   4.1206059870652230E-008
        4860   1.2055403198426326E-008  -4.1214538941747040E-008
        4861  -1.2042518718363053E-008   4.1223018889459964E-008
        4862   1.2029629184955428E-008  -4.1231501205478703E-008
        4863  -1.2016742705962162E-008   4.1239979132013467E-008
        4864   1.2003849313201378E-008  -4.1248472316930286E-008
        4865  -1.1990953526955879E-008   4.1256943262947947E-008
        4866   1.1978057154116346E-008  -4.1265421738278745E-008
        4867  -1.1965150298288638E-008   4.1273902541630471E-008
        4868   1.1952246212068932E-008  -4.1282381914728103E-008
        4869  -1.1939336440428558E-008   4.1290859774503118E-008
        4870   1.1926427379835075E-008  -4.1299341462219921E-008
        4871  -1.1913512655220364E-008   4.1307822803900049E-008
        4872   1.1900594460968967E-008  -4.1316303352333821E-008
        4873  -1.1887674369783895E-008   4.1324782232949556E-008
        4874   1.1874750514980718E-008  -4.1333264189077548E-008
        4875  -1.1861823830084609E-008   4.1341745199508501E-008
        4876   1.1848896343177049E-008  -4.1350223229827671E-008
        4877  -1.1835966591940356E-008   4.1358706003356857E-008
        4878   1.1823029104690770E-008  -4.1367184723659748E-008
        4879  -1.1810090746623551E-008   4.1375660954275309E-008
        4880   1.1797148412421047E-008  -4.1384152461506157E-008
        4881  -1.1784206275326499E-008   4.1392625441397308E-008
        4882   1.1771261106992411E-008  -4.1401106289575712E-008
        4883  -1.1758313937031378E-008   4.1409587120097713E-008
        4884   1.1745350968753914E-008  -4.1418073523688239E-008
        4885  -1.1732399784127761E-008   4.1426546995431093E-008
        4886   1.1719439173014240E-008  -4.1435030273739399E-008
        4887  -1.1706482381246817E-008   4.1443507044296113E-008
        4888   1.1693515373082980E-008  -4.1451987816581212E-008
        4889  -1.1680547635820287E-008   4.1460468822828669E-008
        4890   1.1667575594749308E-008  -4.1468951908740217E-008
        4891  -1.1654602153756484E-008   4.1477430781780089E-008
        4892   1.1641627309223290E-008  -4.1485907394838650E-008
        4893  -1.1628643285522796E-008   4.1494390788207911E-008
        4894   1.1615661271634973E-008  -4.1502869464758163E-008
        4895  -1.1602674671382226E-008   4.1511350876259216E-008
        4896   1.1589685685166416E-008  -4.1519832658214364E-008
        4897  -1.1576693303730844E-008   4.1528314153635207E-008
        4898   1.1563697484168211E-008  -4.1536790617260215E-008
        4899  -1.1550699760678801E-008   4.1545274030965043E-008
        4900   1.1537699007738785E-008  -4.1553754070711485E-008
        4901  -1.1524692714227512E-008   4.1562233592197430E-008
        4902   1.1511685099168658E-008  -4.1570713098177590E-008
        4903  -1.1498675644042535E-008   4.1579195296181770E-008
        4904   1.1485661926849910E-008  -4.1587671608957833E-008
        4905  -1.1472641498310311E-008   4.1596153629137609E-008
        4906   1.1459625422219019E-008  -4.1604633331042419E-008
        4907  -1.1446603056061060E-008   4.1613115820373416E-008
        4908   1.1433571978325093E-008  -4.1621597003765109E-008
        4909  -1.1420547353109935E-008   4.1630076113728567E-008
        4910   1.1407515325694180E-008  -4.1638556888012663E-008
        4911  -1.1394481720249268E-008   4.1647036877713858E-008
        4912   1.1381442610215058E-008  -4.1655520542951896E-008
        4913  -1.1368401404770415E-008   4.1663996888482723E-008
        4914   1.1355357864509946E-008  -4.1672469563064237E-008
        4915  -1.1342309989026433E-008   4.1680960642831437E-008
        4916   1.1329260025681243E-008  -4.1689437938626505E-008
        4917  -1.1316205793696576E-008   4.1697919023178770E-008
        4918   1.1303147617519930E-008  -4.1706399083857937E-008
        4919  -1.1290087512222358E-008   4.1714880456276043E-008
        4920   1.1277027087369749E-008  -4.1723359569262562E-008
        4921  -1.1263959602450090E-008   4.1731839483565966E-008
        4922   1.1250889683171294E-008  -4.1740325388293048E-008
        4923  -1.1237819041271749E-008   4.1748801275703565E-008
        4924   1.1224743721188909E-008  -4.1757280965095157E-008
        4925  -1.1211664862812278E-008   4.1765761488075589E-008
        4926   1.1198581437301758E-008  -4.1774239321291039E-008
        4927  -1.1185499156125974E-008   4.1782722578344748E-008
        4928   1.1172412126605460E-008  -4.1791203127596754E-008
        4929  -1.1159324517538228E-008   4.1799680470835831E-008
        4930   1.1146226647337689E-008  -4.1808163627365364E-008
        4931  -1.1133127963253685E-008   4.1816643557528612E-008
        4932   1.1120028616654390E-008  -4.1825124581328286E-008
        4933  -1.1106922418710518E-008   4.1833603621799467E-008
        4934   1.1093816998288680E-008  -4.1842084400467806E-008
        4935  -1.1080709657446640E-008   4.1850566723154388E-008
        4936   1.1067596761450823E-008  -4.1859044319502156E-008
        4937  -1.1054480109656708E-008   4.1867525170706162E-008
        4938   1.1041361680177606E-008  -4.1876007862181572E-008
        4939  -1.1028239141490956E-008   4.1884486632286612E-008
        4940   1.1015112419437327E-008  -4.1892967830747868E-008
        4941  -1.1001985378072607E-008   4.1901449856764972E-008
        4942   1.0988853805230696E-008  -4.1909927900730690E-008
        4943  -1.0975718671868851E-008   4.1918410264193438E-008
        4944   1.0962579189419727E-008  -4.1926889135164432E-008
        4945  -1.0949440058252106E-008   4.1935368998333304E-008
        4946   1.0936287999545671E-008  -4.1943878218612959E-008
        4947  -1.0923147463631506E-008   4.1952332403113214E-008
        4948   1.0909998127871723E-008  -4.1960810551031897E-008
        4949  -1.0896843194918224E-008   4.1969291821631137E-008
        4950   1.0883684382743562E-008  -4.1977767756864711E-008
        4951  -1.0870524802560739E-008   4.1986253403590216E-008
        4952   1.0857363435084187E-008  -4.1994729429544830E-008
        4953  -1.0844195504918332E-008   4.2003212019988691E-008
        4954   1.0831026155260783E-008  -4.2011690986390229E-008
        4955  -1.0817854603453097E-008   4.2020174219241665E-008
        4956   1.0804673631419309E-008  -4.2028656731220629E-008
        4957  -1.0791499065028140E-008   4.2037133973718266E-008
        4958   1.0778315829424161E-008  -4.2045612525990149E-008
        4959  -1.0765129061801213E-008   4.2054092252545735E-008
        4960   1.0751941769871647E-008  -4.2062575333915070E-008
        4961  -1.0738748224209740E-008   4.2071051858120297E-008
        4962   1.0725552619634355E-008  -4.2079534955914447E-008
        4963  -1.0712354122109418E-008   4.2088014678480085E-008
        4964   1.0699152259857907E-008  -4.2096492896950683E-008
        4965  -1.0685947107730428E-008   4.2104977157938757E-008
        4966   1.0672739169921650E-008  -4.2113456617003456E-008
        4967  -1.0659527154116793E-008   4.2121934723459453E-008
        4968   1.0646314668039244E-008  -4.2130415013993716E-008
        4969  -1.0633091262853196E-008   4.2138897847270912E-008
        4970   1.0619873397764066E-008  -4.2147377637039296E-008
        4971  -1.0606649024764948E-008   4.2155866552465369E-008
        4972   1.0593422343147039E-008  -4.2164340758285516E-008
        4973  -1.0580190611532252E-008   4.2172818904409971E-008
        4974   1.0566956271449010E-008  -4.2181299266355253E-008
        4975  -1.0553719161690003E-008   4.2189778929343345E-008
        4976   1.0540474070319206E-008  -4.2198260881286571E-008
        4977  -1.0527235581373720E-008   4.2206737321501070E-008
        4978   1.0513987399267790E-008  -4.2215220982112403E-008
        4979  -1.0500736561544163E-008   4.2223699631323184E-008
        4980   1.0487482411203428E-008  -4.2232179757456611E-008
        4981  -1.0474226480887330E-008   4.2240662862222477E-008
        4982   1.0460966349287813E-008  -4.2249143299533997E-008
        4983  -1.0447703763013919E-008   4.2257623006533287E-008
        4984   1.0434435911244413E-008  -4.2266103412649007E-008
        4985  -1.0421166947205450E-008   4.2274583603385001E-008
        4986   1.0407892995795837E-008  -4.2283062982405510E-008
        4987  -1.0394616401182642E-008   4.2291543609547278E-008
        4988   1.0381336686384672E-008  -4.2300024301344130E-008
        4989  -1.0368054324168285E-008   4.2308505191459982E-008
        4990   1.0354767253939489E-008  -4.2316988155158970E-008
        4991  -1.0341476961665125E-008   4.2325465946041089E-008
        4992   1.0328185177433703E-008  -4.2333946931697070E-008
        4993  -1.0314888617603420E-008   4.2342426245891553E-008
        4994   1.0301590075417885E-008  -4.2350907367373873E-008
        4995  -1.0288286251826069E-008   4.2359387351572000E-008
        4996   1.0274981345089178E-008  -4.2367867531580216E-008
        4997  -1.0261673690862010E-008   4.2376348127359768E-008
        4998   1.0248359477577616E-008  -4.2384828566541087E-008
        4999  -1.0235044016661124E-008   4.2393308826627096E-008
        5000   1.0221723654269899E-008  -4.2401789491508073E-008
        5001  -1.0208401340382526E-008   4.2410268781769873E-008
        5002   1.0195076247346171E-008  -4.2418749377336244E-008
        5003  -1.0181746192607652E-008   4.2427229531717624E-008
        5004   1.0168411721317373E-008  -4.2435707765443312E-008
        5005  -1.0155077500653979E-008   4.2444187427892666E-008
        5006   1.0141738824421100E-008  -4.2452668996759365E-008
        5007  -1.0128392693119215E-008   4.2461148394490514E-008
        5008   1.0115051310961658E-008  -4.2469632901391470E-008
        5009  -1.0101701182965305E-008   4.2478111440417240E-008
        5010   1.0088348355712117E-008  -4.2486591973164703E-008
        5011  -1.0074992124511342E-008   4.2495071541916887E-008
        5012   1.0061634511278057E-008  -4.2503549065327601E-008
        5013  -1.0048271524657490E-008   4.2512036788358289E-008
        5014   1.0034904087061745E-008  -4.2520513050611060E-008
        5015  -1.0021536221992188E-008   4.2528996723310824E-008
        5016   1.0008162143210902E-008  -4.2537474749947624E-008
        5017  -9.9947881013602536E-009   4.2545955579550912E-008
        5018   9.9814076503704349E-009  -4.2554434821908373E-008
        5019  -9.9680263314090144E-009   4.2562915997058647E-008
        5020   9.9546373079849836E-009  -4.2571397928103028E-008
        5021  -9.9412510481651853E-009   4.2579876021982068E-008
        5022   9.9278584125454339E-009  -4.2588358433528336E-008
        5023  -9.9144633541132978E-009   4.2596835360805415E-008
        5024   9.9010613129854900E-009  -4.2605316439529458E-008
        5025  -9.8876549735381694E-009   4.2613799836061752E-008
        5026   9.8742534679926823E-009  -4.2622277137901247E-008
        5027  -9.8608428702329090E-009   4.2630758669539101E-008
        5028   9.8474301805050440E-009  -4.2639239699647476E-008
        5029  -9.8340132042890223E-009   4.2647715981372794E-008
        5030   9.8205928155060051E-009  -4.2656198342174376E-008
        5031  -9.8071702684830384E-009   4.2664680453104204E-008
        5032   9.7937447169867738E-009  -4.2673161744693768E-008
        5033  -9.7803146688975242E-009   4.2681639418100994E-008
        5034   9.7668828242581697E-009  -4.2690122684898122E-008
        5035  -9.7534445160526962E-009   4.2698601222151264E-008
        5036   9.7400040427225894E-009  -4.2707082596319764E-008
        5037  -9.7265620720686247E-009   4.2715563234363693E-008
        5038   9.7131144716948795E-009  -4.2724042780218353E-008
        5039  -9.6996632633402496E-009   4.2732521333582485E-008
        5040   9.6862074744076239E-009  -4.2741003924510425E-008
        5041  -9.6727523200991873E-009   4.2749484023896457E-008
        5042   9.6592920504300333E-009  -4.2757964746435734E-008
        5043  -9.6458286265186039E-009   4.2766443388475322E-008
        5044   9.6323610909466182E-009  -4.2774924564196708E-008
        5045  -9.6188901409102832E-009   4.2783404643022286E-008
        5046   9.6054144576538389E-009  -4.2791889124133047E-008
        5047  -9.5919308265991592E-009   4.2800364870347406E-008
        5048   9.5784571924035057E-009  -4.2808846239143176E-008
        5049  -9.5649766477471504E-009   4.2817330575722165E-008
        5050   9.5514859048683202E-009  -4.2825808128793326E-008
        5051  -9.5379928114662851E-009   4.2834289382196527E-008
        5052   9.5244982080145693E-009  -4.2842769891143741E-008
        5053  -9.5109993872467954E-009   4.2851246813286318E-008
        5054   9.4974990049568426E-009  -4.2859727603491669E-008
        5055  -9.4839919355789405E-009   4.2868208151609498E-008
        5056   9.4704834669839246E-009  -4.2876688524717615E-008
        5057  -9.4569723332166809E-009   4.2885168691972585E-008
        5058   9.4434535079701478E-009  -4.2893650314273458E-008
        5059  -9.4299367771582664E-009   4.2902130126702938E-008
        5060   9.4164013043939506E-009  -4.2910619705674716E-008
        5061  -9.4028900991371261E-009   4.2919091736787322E-008
        5062   9.3893599944475017E-009  -4.2927571880027214E-008
        5063  -9.3758258465782406E-009   4.2936052315142378E-008
        5064   9.3622892028349209E-009  -4.2944531399542805E-008
        5065  -9.3487484984156521E-009   4.2953012178563510E-008
        5066   9.3352053372620231E-009  -4.2961491732796596E-008
        5067  -9.3216576698660096E-009   4.2969973991576236E-008
        5068   9.3081084310951299E-009  -4.2978453831015480E-008
        5069  -9.2945555899270069E-009   4.2986933490778706E-008
        5070   9.2809912076029406E-009  -4.2995411701882659E-008
        5071  -9.2674366171017174E-009   4.3003907297462022E-008
        5072   9.2538714797799158E-009  -4.3012375590476778E-008
        5073  -9.2403053282005343E-009   4.3020852331909957E-008
        5074   9.2267328690581740E-009  -4.3029333036817820E-008
        5075  -9.2131579556480134E-009   4.3037815320057231E-008
        5076   9.1995796831084720E-009  -4.3046295277467835E-008
        5077  -9.1859982163331475E-009   4.3054776065367986E-008
        5078   9.1724111213288204E-009  -4.3063258813146523E-008
        5079  -9.1588209176322617E-009   4.3071733898714147E-008
        5080   9.1452300495637167E-009  -4.3080218971152585E-008
        5081  -9.1316342879757713E-009   4.3088700529071754E-008
        5082   9.1180341696298160E-009  -4.3097176727648294E-008
        5083  -9.1044325080711459E-009   4.3105658435456719E-008
        5084   9.0908255333255195E-009  -4.3114136283673970E-008
        5085  -9.0772109700591524E-009   4.3122619729201826E-008
        5086   9.0635969262611513E-009  -4.3131093354030639E-008
        5087  -9.0499843273387278E-009   4.3139579384487905E-008
        5088   9.0363632362537106E-009  -4.3148059826849435E-008
        5089  -9.0227391250693317E-009   4.3156538679473272E-008
        5090   9.0091122232027710E-009  -4.3165020492577210E-008
        5091  -8.9954787218111390E-009   4.3173500757365060E-008
        5092   8.9818510753145262E-009  -4.3181983318106016E-008
        5093  -8.9682094632368347E-009   4.3190459079986250E-008
        5094   8.9545652525569288E-009  -4.3198944636870782E-008
        5095  -8.9409197098262337E-009   4.3207421352375437E-008
        5096   8.9272701105666628E-009  -4.3215903798146070E-008
        5097  -8.9136183554794921E-009   4.3224384533641987E-008
        5098   8.8999623065451425E-009  -4.3232862894562351E-008
        5099  -8.8863007813056198E-009   4.3241340900935053E-008
        5100   8.8726360677527684E-009  -4.3249824104103066E-008
        5101  -8.8589700739062291E-009   4.3258302584108639E-008
        5102   8.8453011115547991E-009  -4.3266786775576061E-008
        5103  -8.8316264430608879E-009   4.3275269677141900E-008
        5104   8.8179395870368032E-009  -4.3283738740581402E-008
        5105  -8.8042685344113473E-009   4.3292223481190447E-008
        5106   8.7905819748894517E-009  -4.3300706535511902E-008
        5107  -8.7768963983730084E-009   4.3309188224013905E-008
        5108   8.7632006134561423E-009  -4.3317667125217623E-008
        5109  -8.7495124257742918E-009   4.3326147588205253E-008
        5110   8.7358064901501111E-009  -4.3334629604724153E-008
        5111  -8.7221020578942153E-009   4.3343106957946360E-008
        5112   8.7083961957111792E-009  -4.3351589948017825E-008
        5113  -8.6946880717739912E-009   4.3360071927351131E-008
        5114   8.6809733675156627E-009  -4.3368548993721396E-008
        5115  -8.6672540452743634E-009   4.3377029167673432E-008
        5116   8.6535374534607102E-009  -4.3385505616940384E-008
        5117  -8.6398152268857362E-009   4.3393991666278861E-008
        5118   8.6260815673175383E-009  -4.3402470080933301E-008
        5119  -8.6123529665147044E-009   4.3410945642394528E-008
        5120   8.5986139911032548E-009  -4.3419431518224235E-008
        5121  -8.5848732041526052E-009   4.3427911038918204E-008
        5122   8.5711325580804755E-009  -4.3436393295627696E-008
        5123  -8.5573865925194642E-009   4.3444871906010275E-008
        5124   8.5436361088711598E-009  -4.3453352599053747E-008
        5125  -8.5298878872209528E-009   4.3461847971196830E-008
        5126   8.5161240486142332E-009  -4.3470313067382188E-008
        5127  -8.5023675879897448E-009   4.3478796367292375E-008
        5128   8.4885999017392504E-009  -4.3487274444958145E-008
        5129  -8.4748364828271918E-009   4.3495755716320986E-008
        5130   8.4610608253732475E-009  -4.3504232248964779E-008
        5131  -8.4472834074053680E-009   4.3512715144794511E-008
        5132   8.4335045465541323E-009  -4.3521196748101093E-008
        5133  -8.4197228772669042E-009   4.3529678244776392E-008
        5134   8.4059365461000698E-009  -4.3538154434458239E-008
        5135  -8.3921455210290074E-009   4.3546634546314290E-008
        5136   8.3783508574432168E-009  -4.3555116038568076E-008
        5137  -8.3645510592385676E-009   4.3563592198991711E-008
        5138   8.3507522056315087E-009  -4.3572079144255571E-008
        5139  -8.3369440697088652E-009   4.3580555962481604E-008
        5140   8.3231394422373468E-009  -4.3589038783352308E-008
        5141  -8.3093272874347479E-009   4.3597519420367093E-008
        5142   8.2955123778235065E-009  -4.3606001018149326E-008
        5143  -8.2816918502560781E-009   4.3614483427741488E-008
        5144   8.2678676474736779E-009  -4.3622957633501072E-008
        5145  -8.2540403434258310E-009   4.3631441616211295E-008
        5146   8.2402081150807945E-009  -4.3639923578094028E-008
        5147  -8.2263729647973505E-009   4.3648402241122246E-008
        5148   8.2125347079494218E-009  -4.3656879028594207E-008
        5149  -8.1986956527085658E-009   4.3665361472247259E-008
        5150   8.1848465993482984E-009  -4.3673835893039709E-008
        5151  -8.1709983192816780E-009   4.3682321882245622E-008
        5152   8.1571492631024849E-009  -4.3690801392396573E-008
        5153  -8.1432905205255576E-009   4.3699282225602822E-008
        5154   8.1294322763428165E-009  -4.3707763441827206E-008
        5155  -8.1155682676604122E-009   4.3716242860471492E-008
        5156   8.1017002394339786E-009  -4.3724724331659570E-008
        5157  -8.0878273225670544E-009   4.3733204984085271E-008
        5158   8.0739523785131181E-009  -4.3741684003094331E-008
        5159  -8.0600721198627627E-009   4.3750166033901830E-008
        5160   8.0461913192739513E-009  -4.3758642077926197E-008
        5161  -8.0323031191814956E-009   4.3767126390816639E-008
        5162   8.0184145653680811E-009  -4.3775608269807034E-008
        5163  -8.0045190431704636E-009   4.3784086732308672E-008
        5164   7.9906213961534285E-009  -4.3792567086428004E-008
        5165  -7.9767213484959430E-009   4.3801050631564394E-008
        5166   7.9628139298493304E-009  -4.3809527520621017E-008
        5167  -7.9489061374782288E-009   4.3818006269307982E-008
        5168   7.9349935209089032E-009  -4.3826489414873520E-008
        5169  -7.9210765363736278E-009   4.3834968693814969E-008
        5170   7.9071559432069465E-009  -4.3843449486372107E-008
        5171  -7.8932310775925267E-009   4.3851938412878218E-008
        5172   7.8793017856820802E-009  -4.3860409129561708E-008
        5173  -7.8653717613795136E-009   4.3868890048999300E-008
