        k           c(k)                    s(k)
        2137  -4.9227565054825299E-008   1.8122525264320185E-008
        2138   4.9202648951770015E-008  -1.8131005822169576E-008
        2139  -4.9177759019030916E-008   1.8139485528364608E-008
        2140   4.9152895956629911E-008  -1.8147967019386808E-008
        2141  -4.9128060938473351E-008   1.8156446516154638E-008
        2142   4.9103255143600604E-008  -1.8164927226822325E-008
        2143  -4.9078474696171863E-008   1.8173406843353837E-008
        2144   4.9053723651696176E-008  -1.8181887508064904E-008
        2145  -4.9028999400498914E-008   1.8190369247288087E-008
        2146   4.9004301826956691E-008  -1.8198848405296948E-008
        2147  -4.8979632930151967E-008   1.8207328246149890E-008
        2148   4.8954990505718765E-008  -1.8215809112495456E-008
        2149  -4.8930373975618086E-008   1.8224289128812967E-008
        2150   4.8905789115930227E-008  -1.8232769667255139E-008
        2151  -4.8881227008102984E-008   1.8241249962036425E-008
        2152   4.8856694118467193E-008  -1.8249730299426856E-008
        2153  -4.8832187530295393E-008   1.8258210786437187E-008
        2154   4.8807707720453580E-008  -1.8266690830821982E-008
        2155  -4.8783255131553739E-008   1.8275170747596181E-008
        2156   4.8758829821600686E-008  -1.8283650539334764E-008
        2157  -4.8734426683243247E-008   1.8292135737691425E-008
        2158   4.8710060182848708E-008  -1.8300612136676808E-008
        2159  -4.8685714469621865E-008   1.8309093744101664E-008
        2160   4.8661394921164835E-008  -1.8317573105235802E-008
        2161  -4.8637105132448078E-008   1.8326054905038781E-008
        2162   4.8612837199190522E-008  -1.8334536102838504E-008
        2163  -4.8588598176797147E-008   1.8343013463714502E-008
        2164   4.8564382933857656E-008  -1.8351499328204978E-008
        2165  -4.8540199507762652E-008   1.8359975101565050E-008
        2166   4.8516039813010061E-008  -1.8368454661677391E-008
        2167  -4.8491905698727015E-008   1.8376935809170133E-008
        2168   4.8467799568105229E-008  -1.8385415966826950E-008
        2169  -4.8443717202981612E-008   1.8393896382767829E-008
        2170   4.8419663877762563E-008  -1.8402376669634439E-008
        2171  -4.8395634312979813E-008   1.8410859375207018E-008
        2172   4.8371632633758356E-008  -1.8419337717285982E-008
        2173  -4.8347653793181123E-008   1.8427817597197306E-008
        2174   4.8323703048710467E-008  -1.8436297708653558E-008
        2175  -4.8299778367999252E-008   1.8444778406568317E-008
        2176   4.8275874468946630E-008  -1.8453260137836166E-008
        2177  -4.8252006315497534E-008   1.8461739984042356E-008
        2178   4.8228157660563925E-008  -1.8470219837377175E-008
        2179  -4.8204333493942356E-008   1.8478700010673608E-008
        2180   4.8180541735804236E-008  -1.8487179999926722E-008
        2181  -4.8156766585515651E-008   1.8495660400837848E-008
        2182   4.8133022966889114E-008  -1.8504142204272904E-008
        2183  -4.8109303813565813E-008   1.8512621873171381E-008
        2184   4.8085609469339483E-008  -1.8521101776149108E-008
        2185  -4.8061940474739115E-008   1.8529579565325621E-008
        2186   4.8038295601841375E-008  -1.8538063501684506E-008
        2187  -4.8014677302752435E-008   1.8546543404025263E-008
        2188   4.7991083906960693E-008  -1.8555023091382282E-008
        2189  -4.7967515725798191E-008   1.8563503873973231E-008
        2190   4.7943972560550999E-008  -1.8571983890128111E-008
        2191  -4.7920453345512757E-008   1.8580464633267653E-008
        2192   4.7896962412681006E-008  -1.8588945475354196E-008
        2193  -4.7873494988977656E-008   1.8597425220892214E-008
        2194   4.7850050488550675E-008  -1.8605905731253550E-008
        2195  -4.7826633068990133E-008   1.8614385074281511E-008
        2196   4.7803238885227236E-008  -1.8622866434454062E-008
        2197  -4.7779871049067908E-008   1.8631346528779919E-008
        2198   4.7756527362868227E-008  -1.8639825900878051E-008
        2199  -4.7733208160633613E-008   1.8648307319190944E-008
        2200   4.7709910840200925E-008  -1.8656789714830780E-008
        2201  -4.7686643316872826E-008   1.8665267877582704E-008
        2202   4.7663396882737267E-008  -1.8673748435919985E-008
        2203  -4.7640177141686300E-008   1.8682228563097168E-008
        2204   4.7616980317633493E-008  -1.8690708580797037E-008
        2205  -4.7593808556960335E-008   1.8699188681465476E-008
        2206   4.7570661183348286E-008  -1.8707668261635558E-008
        2207  -4.7547537186832530E-008   1.8716149862297703E-008
        2208   4.7524438499867914E-008  -1.8724630949088676E-008
        2209  -4.7501362719194962E-008   1.8733109829487571E-008
        2210   4.7478312207774711E-008  -1.8741591848868595E-008
        2211  -4.7455285320350692E-008   1.8750070807058996E-008
        2212   4.7432282112030869E-008  -1.8758551299747836E-008
        2213  -4.7409302734894925E-008   1.8767031588240750E-008
        2214   4.7386347144710801E-008  -1.8775513329212208E-008
        2215  -4.7363418125428460E-008   1.8783992730163671E-008
        2216   4.7340511147447737E-008  -1.8792472930876866E-008
        2217  -4.7317627944946618E-008   1.8800953747999654E-008
        2218   4.7294771627457593E-008  -1.8809432012422637E-008
        2219  -4.7271932722939861E-008   1.8817914304697348E-008
        2220   4.7249120137365491E-008  -1.8826394653485455E-008
        2221  -4.7226332413265220E-008   1.8834875405786505E-008
        2222   4.7203567363389914E-008  -1.8843355215224689E-008
        2223  -4.7180826150841171E-008   1.8851836453221207E-008
        2224   4.7158107302665964E-008  -1.8860316718485089E-008
        2225  -4.7135413454620762E-008   1.8868796817418806E-008
        2226   4.7112743649934416E-008  -1.8877276652986262E-008
        2227  -4.7090094955033675E-008   1.8885756971430260E-008
        2228   4.7067470917590677E-008  -1.8894244718231233E-008
        2229  -4.7044870667756796E-008   1.8902718434927546E-008
        2230   4.7022293815815561E-008  -1.8911199370485869E-008
        2231  -4.6999736822165363E-008   1.8919677435998410E-008
        2232   4.6977204201617171E-008  -1.8928159035671221E-008
        2233  -4.6954697020866682E-008   1.8936639816486789E-008
        2234   4.6932210452144580E-008  -1.8945120952053307E-008
        2235  -4.6909746546768151E-008   1.8953599766817313E-008
        2236   4.6887308948496953E-008  -1.8962080462658535E-008
        2237  -4.6864893055367101E-008   1.8970560246428232E-008
        2238   4.6842498603846317E-008  -1.8979040755813786E-008
        2239  -4.6820127812967799E-008   1.8987521185239429E-008
        2240   4.6797779288234101E-008  -1.8996000458905557E-008
        2241  -4.6775454511000815E-008   1.9004482213483753E-008
        2242   4.6753151604798584E-008  -1.9012963373526135E-008
        2243  -4.6730869239182594E-008   1.9021443331676199E-008
        2244   4.6708613854401840E-008  -1.9029922896206665E-008
        2245  -4.6686378822023711E-008   1.9038403420879469E-008
        2246   4.6664164906874911E-008  -1.9046884499864187E-008
        2247  -4.6641975820687698E-008   1.9055364482734060E-008
        2248   4.6619808406170478E-008  -1.9063845716393770E-008
        2249  -4.6597663366370760E-008   1.9072325507210781E-008
        2250   4.6575540163876634E-008  -1.9080806629197668E-008
        2251  -4.6553438707755724E-008   1.9089284482179478E-008
        2252   4.6531360683273252E-008  -1.9097767088073220E-008
        2253  -4.6509305673666986E-008   1.9106246994750786E-008
        2254   4.6487270130094187E-008  -1.9114727188877453E-008
        2255  -4.6465258566301951E-008   1.9123207054572177E-008
        2256   4.6443268078642702E-008  -1.9131687843397288E-008
        2257  -4.6421299349352349E-008   1.9140168677921521E-008
        2258   4.6399354967295616E-008  -1.9148648403171406E-008
        2259  -4.6377430607634084E-008   1.9157128763804421E-008
        2260   4.6355527159698136E-008  -1.9165610519656555E-008
        2261  -4.6333647846187251E-008   1.9174088611935338E-008
        2262   4.6311789631530163E-008  -1.9182572093566280E-008
        2263  -4.6289953210265091E-008   1.9191051252252767E-008
        2264   4.6268137662280472E-008  -1.9199530141664092E-008
        2265  -4.6246344154779237E-008   1.9208010817881255E-008
        2266   4.6224579037249108E-008  -1.9216489300757423E-008
        2267  -4.6202822879265882E-008   1.9224970943513718E-008
        2268   4.6181094861844912E-008  -1.9233451393539202E-008
        2269  -4.6159386830882921E-008   1.9241932047259170E-008
        2270   4.6137701774888332E-008  -1.9250413192651271E-008
        2271  -4.6116035377252496E-008   1.9258895731866579E-008
        2272   4.6094395269362796E-008  -1.9267373568449832E-008
        2273  -4.6072773776057187E-008   1.9275852880171456E-008
        2274   4.6051174170606401E-008  -1.9284331833686235E-008
        2275  -4.6029593952620000E-008   1.9292819315874115E-008
        2276   4.6008035395375172E-008  -1.9301291784057416E-008
        2277  -4.5986500973068710E-008   1.9309775122099333E-008
        2278   4.5964988115423179E-008  -1.9318256204675470E-008
        2279  -4.5943491810754696E-008   1.9326735889186458E-008
        2280   4.5922022009440506E-008  -1.9335214888698514E-008
        2281  -4.5900566564328497E-008   1.9343696813903027E-008
        2282   4.5879135374225162E-008  -1.9352176073908207E-008
        2283  -4.5857722757694275E-008   1.9360651987929958E-008
        2284   4.5836336350107664E-008  -1.9369137952302560E-008
        2285  -4.5814968485950988E-008   1.9377617811559833E-008
        2286   4.5793619061806605E-008  -1.9386099856378951E-008
        2287  -4.5772291272674323E-008   1.9394580837121399E-008
        2288   4.5750987162683507E-008  -1.9403058690347155E-008
        2289  -4.5729702312334721E-008   1.9411539115056519E-008
        2290   4.5708437429298584E-008  -1.9420019795583386E-008
        2291  -4.5687194233944749E-008   1.9428501367947854E-008
        2292   4.5665971034079266E-008  -1.9436980600170354E-008
        2293  -4.5644766373113786E-008   1.9445461411086084E-008
        2294   4.5623583299899355E-008  -1.9453940521823730E-008
        2295  -4.5602422032667238E-008   1.9462421620337639E-008
        2296   4.5581280879394582E-008  -1.9470901890697272E-008
        2297  -4.5560160340051055E-008   1.9479380137840782E-008
        2298   4.5539059458419469E-008  -1.9487862251859104E-008
        2299  -4.5517983967620305E-008   1.9496343578733095E-008
        2300   4.5496918377968833E-008  -1.9504823383278817E-008
        2301  -4.5475878232722922E-008   1.9513304064130944E-008
        2302   4.5454858804076697E-008  -1.9521784115752788E-008
        2303  -4.5433858148938273E-008   1.9530264036226827E-008
        2304   4.5412879078318621E-008  -1.9538744759267971E-008
        2305  -4.5391919472627905E-008   1.9547225193708049E-008
        2306   4.5370976248432416E-008  -1.9555703503708181E-008
        2307  -4.5350058215255971E-008   1.9564184324341073E-008
        2308   4.5329160117848667E-008  -1.9572666153444616E-008
        2309  -4.5308281858186768E-008   1.9581147595528641E-008
        2310   4.5287421308758986E-008  -1.9589626737626835E-008
        2311  -4.5266581487323485E-008   1.9598107211897791E-008
        2312   4.5245760354382475E-008  -1.9606587357519963E-008
        2313  -4.5224955611005528E-008   1.9615064246686700E-008
        2314   4.5204180060735998E-008  -1.9623548712312429E-008
        2315  -4.5183418322121332E-008   1.9632028695900586E-008
        2316   4.5162678823630633E-008  -1.9640509234708677E-008
        2317  -4.5141954966987358E-008   1.9648988329440788E-008
        2318   4.5121253266765948E-008  -1.9657470296549715E-008
        2319  -4.5100571622075668E-008   1.9665950295465781E-008
        2320   4.5079907964357027E-008  -1.9674430691199842E-008
        2321  -4.5059264700189871E-008   1.9682910727968116E-008
        2322   4.5038640560859453E-008  -1.9691391195598333E-008
        2323  -4.5018034521635477E-008   1.9699871323615773E-008
        2324   4.4997450736404787E-008  -1.9708352788007258E-008
        2325  -4.4976883442653164E-008   1.9716831600155625E-008
        2326   4.4956336599297406E-008  -1.9725312758381969E-008
        2327  -4.4935809716159549E-008   1.9733793026410567E-008
        2328   4.4915300457410714E-008  -1.9742273217447258E-008
        2329  -4.4894812680000180E-008   1.9750753436659652E-008
        2330   4.4874341516471750E-008  -1.9759235648269722E-008
        2331  -4.4853890689684306E-008   1.9767714531352017E-008
        2332   4.4833459454562255E-008  -1.9776196206702139E-008
        2333  -4.4813045009972724E-008   1.9784675338486860E-008
        2334   4.4792651937122208E-008  -1.9793156963584212E-008
        2335  -4.4772275434301205E-008   1.9801635616558148E-008
        2336   4.4751920115787766E-008  -1.9810115959383143E-008
        2337  -4.4731582426986105E-008   1.9818597480925635E-008
        2338   4.4711254043381776E-008  -1.9827071910674611E-008
        2339  -4.4690961211750935E-008   1.9835556796333814E-008
        2340   4.4670684561837518E-008  -1.9844039286529632E-008
        2341  -4.4650421716557062E-008   1.9852518186118905E-008
        2342   4.4630177944425699E-008  -1.9860998516529785E-008
        2343  -4.4609953421699127E-008   1.9869479268803730E-008
        2344   4.4589747558952528E-008  -1.9877959181701906E-008
        2345  -4.4569561974269555E-008   1.9886441624341906E-008
        2346   4.4549391936820425E-008  -1.9894920446044805E-008
        2347  -4.4529240300120222E-008   1.9903399949412716E-008
